,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),63.1,56.8
1,Population below age 15 years (%),31.2,40.5
2,"Sex ratio of the total population (females per 1,000 males)",985,999
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",995,"1,004"
4,Children under age 5 years whose birth was registered with the civil authority (%),81.3,35.8
5,Deaths in the last 3 years registered with the civil authority (%),22.2,na
6,Population living in households with electricity (%),86.3,52.6
7,Population living in households with an improved drinking-water source (%),93.6,80.5
8,Population living in households that use an improved sanitation facility(%),75.6,39.9
9,Households using clean fuel for cooking (%),49.5,36.8
10,Households using iodized salt (%),98.9,99.7
11,Households with any usual member covered under a health insurance/financing scheme (%),25.1,45.7
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.6,na
13,Women who are literate (%),59.1,na
14,Women with 10 or more years of schooling (%),31.8,23.3
15,Women age 20-24 years married before age 18 years (%),26.5,34.6
16,Births in the 5 years preceding the survey that are third or higher order (%),3.6,4.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.1,16.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),85.4,57.4
19,Any method (%),64.9,5.2
20,Any modern method (%),57.4,5.0
21,Female sterilization (%),23.6,0.8
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),10.6,0.5
24,Pill (%),14.6,3.1
25,Condom (%),6.2,0.6
26,Injectables (%),0.8,0.0
27,Total unmet need(%),9.7,30.4
28,Unmet need for spacing (%),4.7,18.0
29,Health worker ever talked to female non-users about family planning (%),13.7,7.4
30,Current users ever told about side effects of current method (%),77.5,*
31,Mothers who had an antenatal check-up in the first trimester (%),41.7,4.1
32,Mothers who had at least 4 antenatal care visits (%),29.1,0.8
33,Mothers whose last birth was protected against neonatal tetanus (%),73.1,33.2
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),11.2,1.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),1.2,1.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.0,66.5
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),53.6,6.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"8,612","(6,387)"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.8,0.0
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),54.6,na
41,Institutional births (%),76.0,33.5
42,Institutional births in public facility (%),74.2,28.2
43,Home births that were conducted by skilled health personnel (%),4.4,3.3
44,Births attended by skilled health personnel (%),80.3,35.8
45,Births delivered by caesarean section (%),9.0,3.2
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),11.0,5.3
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),60.8,11.9
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),78.3,*
50,Children age 12-23 months who have received BCG (%),82.9,37.2
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),71.9,27.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),70.7,17.4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),77.8,17.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),36.3,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),20.5,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),64.4,14.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),67.9,19.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.0,(96.3)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,(3.8)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.3,7.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(74.4),(71.0)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(24.0),(23.7)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(49.5),(41.8)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,0.4
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(29.5),(9.5)
66,Children under age 3 years breastfed within one hour of birth (%),52.2,53.8
67,Children under age 6 months exclusively breastfed (%),*,(22.4)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(48.9)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),28.2,10.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(4.2)
71,Total children age 6-23 months receiving an adequate diet (%),26.4,9.1
72,Children under 5 years who are stunted (height-for-age) (%),35.7,42.0
73,Children under 5 years who are wasted (weight-for-height) (%),15.8,15.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.5,6.8
75,Children under 5 years who are underweight (weight-for-age) (%),14.2,20.5
76,Children under 5 years who are overweight (weight-for-height) (%),10.2,5.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.8,6.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.6,16.9
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),68.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),51.7,47.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),26.9,30.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(13.1),(23.5)
83,All women age 15-49 years who are anaemic (%),26.2,29.7
84,All women age 15-19 years who are anaemic (%),39.5,34.3
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.3,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.0,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.9,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.3,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.9,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.1,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),19.5,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.2,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.0,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),29.0,na
97,Ever undergone a screening test for cervical cancer (%),0.6,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.7,na
100,Women age 15 years and above who use any kind of tobacco (%),24.9,na
101,Men age 15 years and above who use any kind of tobacco (%),48.2,na
102,Women age 15 years and above who consume alcohol (%),27.4,na
103,Men age 15 years and above who consume alcohol (%),49.8,na
