,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),63.7,61.6
2,Population below age 15 years (%),27.5,32.0
3,"Sex ratio of the total population (females per 1,000 males)",956,924
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",889,792
5,Children under age 5 years whose birth was registered with the civil authority (%),87.5,75.7
6,Deaths in the last 3 years registered with the civil authority (%),38.7,na
7,Population living in households with electricity (%),95.8,81.5
8,Population living in households with an improved drinking-water source (%),85.5,77.8
9,Population living in households that use an improved sanitation facility(%),43.8,21.3
10,Households using clean fuel for cooking (%),22.1,11.3
11,Households using iodized salt (%),83.4,86.3
12,Households with any usual member covered under a health insurance/financing scheme (%),12.6,15.5
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),18.1,na
15,Women who are literate (%),55.7,na
16,Women with 10 or more years of schooling (%),24.0,20.5
18,Women age 20-24 years married before age 18 years (%),22.8,30.6
19,Births in the 5 years preceding the survey that are third or higher order (%),5.0,4.2
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.0,7.2
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),46.0,20.8
23,Any method (%),67.6,45.9
24,Any modern method (%),57.8,41.5
25,Female sterilization (%),47.0,38.1
26,Male sterilization (%),0.1,0.1
27,IUD/PPIUD (%),0.7,0.4
28,Pill (%),1.3,0.8
29,Condom (%),7.0,2.1
30,Injectables (%),0.8,0.0
32,Total unmet need(%),9.4,17.6
33,Unmet need for spacing (%),4.2,7.9
35,Health worker ever talked to female non-users about family planning (%),21.7,9.6
36,Current users ever told about side effects of current method (%),58.2,18.2
39,Mothers who had an antenatal check-up in the first trimester (%),61.5,39.9
40,Mothers who had at least 4 antenatal care visits (%),30.9,13.8
41,Mothers whose last birth was protected against neonatal tetanus (%),90.7,77.6
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),29.9,16.0
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),15.9,2.2
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),87.9,84.1
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.5,45.4
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,908","1,391"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(10.9),3.5
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),74.6,na
52,Institutional births (%),84.0,74.2
53,Institutional births in public facility (%),76.6,69.2
54,Home births that were conducted by skilled health personnel (%),3.6,2.0
55,Births attended by skilled health personnel (%),86.0,72.1
56,Births delivered by caesarean section (%),9.9,4.7
57,Births in a private health facility that were delivered by caesarean section (%),(43.6),*
58,Births in a public health facility that were delivered by caesarean section (%),8.7,2.6
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),64.5,26.2
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),76.2,*
63,Children age 12-23 months who have received BCG (%),88.4,66.7
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),70.1,40.7
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.6,50.4
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),76.4,49.2
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),38.3,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),58.4,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),74.5,32.9
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),77.0,49.4
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.5,(90.0)
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.5,(3.7)
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.8,9.1
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(32.9)
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(34.2)
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(51.4)
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.1,4.2
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(61.5),68.2
82,Children under age 3 years breastfed within one hour of birth (%),38.1,32.0
83,Children under age 6 months exclusively breastfed (%),(77.6),(55.5)
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(30.5)
85,Breastfeeding children age 6-23 months receiving an adequate diet (%),10.0,13.1
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
87,Total children age 6-23 months receiving an adequate diet (%),9.4,12.5
88,Children under 5 years who are stunted (height-for-age) (%),45.1,42.3
89,Children under 5 years who are wasted (weight-for-height) (%),23.2,24.0
90,Children under 5 years who are severely wasted (weight-for-height) (%),7.9,10.0
91,Children under 5 years who are underweight (weight-for-age) (%),39.2,40.8
92,Children under 5 years who are overweight (weight-for-height) (%),2.4,1.4
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.8,25.8
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.7,11.5
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),56.3,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),74.5,68.2
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.8,49.1
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(63.4),42.8
101,All women age 15-49 years who are anaemic (%),59.0,48.7
102,All women age 15-19 years who are anaemic (%),63.1,49.9
105,Women - Blood sugar level - high (141-160 mg/dl)(%),4.7,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),3.3,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.6,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),7.7,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),4.4,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.5,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.4,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.1,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.4,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.8,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.4,na
124,Ever undergone a screening test for cervical cancer (%),0.5,na
125,Ever undergone a breast examination for breast cancer (%),0.0,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
128,Women age 15 years and above who use any kind of tobacco (%),13.6,na
129,Men age 15 years and above who use any kind of tobacco (%),55.5,na
130,Women age 15 years and above who consume alcohol (%),0.3,na
131,Men age 15 years and above who consume alcohol (%),14.1,na
